證券代碼,簡稱,年月,市值(百萬元),收盤價(元)_年,本益比,股價淨值比,股價營收比,M淨值報酬率─稅後,資產報酬率ROA,營業利益率OPM,利潤邊際NPM,負債/淨值比,M流動比率,M速動比率,M存貨週轉率 (次),M應收帳款週轉次,M營業利益成長率,M稅後淨利成長率,Return,ReturnMean_year_Label
1606,歌林         ,199712,9508,18.32,48.2105,1.2387,1.4169,0.011517,0.023184,-0.045257,0.026512,1.0131,157.9,92.29,2.85,3.16,48.65,480.43,-38.8646,-1
2345,智邦         ,199712,9505,18.75,7.9787,0.60542,0.40314,0.038745,0.072244,-0.0004423,0.048106,0.8646,172.32,114.54,3.78,5.54,-101.04,-8.9,-9.4933,1
1716,永信         ,199712,9474,22.52,8.3717,0.99778,1.203,0.085398,0.11345,0.14646,0.14378,0.32847,211.78,139.13,1.3,3.21,-14.55,-7.48,41.3854,1
2333,碧悠         ,199712,9402,36.68,43.1529,2.5279,4.28,0.032549,0.049895,0.013846,0.084495,0.53294,266.44,144.95,2.61,5.89,8221.72,59.16,37.9771,1
1308,亞聚         ,199712,9381,17.58,6.7099,0.88878,1.0912,0.11451,0.1327,0.14761,0.16289,0.15888,468.2,422.74,11.77,19.97,-9.79,-53.13,-16.2685,1
2910,統領         ,199712,9315,31.55,16.0969,1.8995,1.1248,0.0786,0.11178,0.089015,0.066162,0.4221,84.69,75.19,68.21,91.85,39.14,60.69,-12.9635,1
1905,華紙         ,199712,9283,11.29,86.8462,0.91789,1.2088,0.0068834,0.010839,-0.0093938,0.014275,0.57471,182.1,88.08,4.16,6.12,94.42,116.35,-21.7006,-1
1431,新燕         ,199712,9124,36.95,7.6979,1.1303,1.3818,0.047465,0.085575,0.10932,0.10462,0.80291,308.12,61.96,1,7.01,2525.38,1587.64,-64.9526,-1
2379,瑞昱         ,199712,9020,17.5,2.8226,0.99545,0.65153,0.26941,0.35267,0.18535,0.23079,0.30909,302.66,199.45,4.27,5.29,47.02,97.18,-2.4571,1
1311,福聚         ,199712,8884,17.27,8.4244,1.0944,0.72048,0.099595,0.12997,0.096277,0.085536,0.30494,293.41,219.84,8.91,22.17,-40.94,-33.18,2.432,1
1110,東泥         ,199712,8819,10.82,12.0222,0.68481,2.3471,0.0362,0.049127,0.18029,0.16845,0.35709,524.83,404.94,2.44,4.28,-13.9,-23.36,-30.7763,-1
2706,第一店       ,199712,8816,29.24,15.7204,1.3285,11.743,0.060467,0.084297,0.6053,0.74547,0.39409,327.08,310.31,0,55.76,4.79,22.78,50.7524,1
1414,東和         ,199712,8648,39.28,654.6667,3.3601,3.4426,0.0023349,0.0047752,0.012355,0.0048922,1.0452,117.92,63.66,5.9,6.45,145.95,107.38,-56.3136,-1
5017,新泰伸       ,199712,8644,29.04,19.2318,2.2794,3.1327,0.044949,0.094471,0.12403,0.12995,1.1017,75.94,47.8,3.35,2.56,130.68,799.96,-100,-1
2014,中鴻         ,199712,8612,10.52,-6.2994,0.78158,0.78684,-0.031556,-0.091379,0.015369,-0.088923,1.8958,144.94,23.77,1.23,10.93,143.82,-334.61,-49.8099,-1
2906,高林         ,199712,8549,9.26,4.6768,0.60682,0.25801,0.070736,0.13684,0.051851,0.055202,0.93451,178.01,169.74,57.53,1.85,-18.7,61.26,-22.6782,-1
1447,力鵬         ,199712,8515,15.61,6.17,0.85534,1.2399,0.084787,0.12025,0.12155,0.17435,0.41826,229.07,154.12,4.57,7.8,62.82,124.81,-28.5714,-1
5307,耀文         ,199712,8443,20.3,7.8988,0.92441,1.1172,0.075176,0.10511,0.087046,0.12704,0.39817,258.99,214.77,8.04,4.4,-15.92,25.57,37.734,1
1609,大亞         ,199712,8388,9.28,11.3171,0.72956,0.78246,0.043406,0.059561,0.0658,0.063891,0.37217,292.69,139.18,2.21,6.45,21.9,78.95,-34.5905,-1
1449,佳和         ,199712,8348,50.05,37.6316,3.9286,4.2851,0.076472,0.10272,0.10698,0.11053,0.34329,100.62,27.86,3.47,22.69,121.23,129.62,6.2537,1
2318,佳錄         ,199712,8305,58.09,63.8352,3.9092,5.7007,0.039141,0.057948,0.10301,0.084482,0.48049,209.77,168.35,10.55,3.02,-4.49,26.12,-31.3996,-1
2358,美格         ,199712,8204,441.86,450.8776,29.5756,9.1863,0.024487,0.057492,0.017079,0.017848,1.3479,155.41,76.89,4.23,4.66,-38.85,-2.25,-17.4422,1
2355,敬鵬         ,199712,8090,15.32,3.5962,0.56386,0.56324,0.099659,0.1366,0.10747,0.13644,0.37071,303.74,272.01,11.01,4.5,15.94,62.44,3.3943,1
1305,華夏         ,199712,8068,22.16,-29.5467,1.8105,0.88146,-0.022917,-0.059038,0.0095851,-0.02971,1.5761,140.11,84.19,5.92,5.68,142.13,-195.49,-34.0253,-1
1517,利奇         ,199712,8030,27.91,7.8179,1.7303,1.6574,0.13873,0.18079,0.13437,0.17318,0.30314,337.56,294.51,7.78,3.26,27.53,99.52,17.6281,1
9922,優美         ,199712,7963,30.39,12.8228,1.8899,1.6295,0.077983,0.12887,0.11143,0.11314,0.65259,185.28,111.33,3.26,6.29,943.39,558.89,-48.2066,-1
5602,榮櫃         ,199712,7875,23.31,29.8846,1.2003,5.8568,0.02373,0.040118,0.24067,0.19567,0.69062,234.38,209.53,15.1,6.85,3.15,12.47,-6.9927,1
1209,益華         ,199712,7819,18.81,81.7826,1.528,1.1618,0.010564,0.018587,0.016711,0.01413,0.75956,125.55,74.46,5.7,9.49,284.21,-62.84,-27.1664,-1
8718,工礦         ,199712,7804,59.02,25.4397,2.3703,7.9757,0.040641,0.085236,-0.008992,0.28672,1.0973,75,25.28,1.82,3.59,-138.35,171.79,-42.4094,-1
1108,幸福         ,199712,7745,15.02,39.5263,1.1518,1.1978,0.013501,0.029371,0.044577,0.030549,1.1754,136.9,44.74,1.11,3.3,-63.72,-61.43,-25.9654,-1
2601,益航         ,199712,7624,47.37,278.6471,3.3312,14.3112,0.0064921,0.0094365,0.048042,0.040515,0.45353,264.83,229.35,0,11.2,-73.6,-34,-49.2928,-1
2314,台揚         ,199712,7611,15.89,-4.8006,1.6331,1.6674,-0.2082,-0.34028,-0.084687,-0.34723,0.6344,193.68,131.07,2.48,4.13,-46.45,-266.88,-15.1038,1
2343,精業         ,199712,7520,9.99,3.3079,0.50025,0.35704,0.073483,0.13335,0.081865,0.095153,0.81471,346.56,240.89,4.13,5.36,89.47,107.73,120.02,1
5304,鼎創達       ,199712,7483,59.57,205.4138,4.5823,4.911,0.010834,0.019202,-0.032327,0.021431,0.77241,333.09,215.95,4.01,9.17,-173.11,-96.19,12.6574,1
2010,春源         ,199712,7477,5.77,41.2143,0.44248,0.30773,0.0065984,0.011009,0.030662,0.007658,0.66844,170.38,86.09,2.97,3.52,436.86,-49.33,-16.4645,1
4424,民興         ,199712,7455,41.41,20.5,2.8598,1.7606,0.028103,0.093483,0.091753,0.057549,2.3264,128,14.45,1.14,17.24,705.24,1638.3,-8.2347,1
1437,勤益         ,199712,7427,46.7,59.8718,3.0724,8.2074,0.039565,0.051607,0.036536,0.13794,0.30437,502.08,246.19,1.23,5.41,129.85,124.15,-51.7345,-1
2353,宏碁         ,199712,7410,12.04,3.9868,0.6219,0.075785,0.053847,0.14001,0.022388,0.019004,1.6002,139.12,97.3,10.92,6.85,27.45,20.07,15.1993,1
1459,聯發         ,199712,7399,12.79,10.3984,0.77048,1.4306,0.056516,0.064128,0.060991,0.11913,0.13469,357.05,334.94,26.6,8.1,18.3,71.73,-31.7435,-1
9921,巨大         ,199712,7399,12.75,7.0442,0.74736,0.2369,0.03269,0.10608,0.037832,0.033628,2.2451,146.5,95.38,2.89,4.51,53.34,39.78,57.0196,1
2537,聯上發       ,199712,7327,365.91,609.85,26.7674,24.1844,0.014865,0.043235,0.080158,0.039063,1.9085,161.2,90.18,0.6,2.77,-10.92,-23.4,2.2465,1
2517,長谷         ,199712,7303,13.64,15.6782,0.71752,1.7623,0.017712,0.047036,0.12986,0.11181,1.6556,177.38,10.23,0.23,4.95,59.39,24.61,-33.1378,-1
1612,宏泰         ,199712,7273,12.82,7.044,0.82977,1.2049,0.097073,0.10752,0.16702,0.15612,0.10762,465.29,189.33,4.02,10.43,6.57,16.95,-21.3729,-1
1104,環泥         ,199712,7260,8.25,14.2241,0.61021,0.78348,0.02733,0.042699,0.043404,0.054805,0.56234,83.82,52.04,8.05,4.31,-24.19,-31.9,-13.4545,1
2438,英誌         ,199712,7219,29.11,5.9897,1.0239,0.61726,0.070622,0.15707,0.096287,0.094678,1.2241,140.02,100.16,4.91,3.65,25.94,95.14,19.4778,1
1614,三洋         ,199712,7190,12.69,12.8182,0.77378,0.55903,0.038998,0.060257,0.03165,0.043542,0.54514,266.78,140.2,2.13,3.96,-49.7,-38.68,-29.3932,-1
2901,欣欣         ,199712,7177,90.66,188.875,7.9526,5.3932,0.032963,0.041775,0.024272,0.028327,0.26732,133.36,114.49,206.49,77.35,38.74,54.7,-67.9682,-1
2902,中信         ,199712,7162,29.81,13.6119,1.5078,3.1379,0.086745,0.098716,0.046106,0.20545,0.138,322.16,204.06,8.63,3.04,64.4,148.29,-52.4321,-1
5604,中連         ,199712,7087,13.93,11.2339,0.84271,1.2675,0.04633,0.074297,0.15111,0.11176,0.60365,135.27,130.04,0,5.11,6.8,-5.93,-5.8148,1
9905,大華         ,199712,7077,9.68,7.3893,0.58917,1.1677,0.069695,0.079544,0.083562,0.15761,0.14132,584.1,448.16,2.4,4.31,-52.42,-15.77,-3.6157,1
2521,宏總         ,199712,7069,18.21,22.7625,1.0662,2.8276,0.01974,0.041552,0.087738,0.11027,1.1049,177.98,21.91,0.21,4.56,590.84,1713.08,-13.7836,1
2104,中橡         ,199712,7058,13,6.4039,0.58957,0.43683,0.030916,0.071239,0.067237,0.068088,1.3043,251.93,196.25,7.57,4.97,-56.98,-44.34,36.1538,1
19982330,台積電       ,199812,429349,14.27,5.6181,1.0266,1.711,0.10901,0.16363,0.27383,0.30431,0.50111,324.93,262.27,6.96,6.02,-7.51,-19.89,193.2025,1
2357,華碩         ,199812,244863,231.8,16.2553,6.0649,5.3571,0.32378,0.37232,0.28274,0.32883,0.14991,673.08,601.87,8.76,20.8,72.81,64.46,56.0181,1
1303,南亞         ,199812,172043,13.02,4.3256,0.65427,0.37893,0.052023,0.1386,0.067387,0.087689,1.6642,117.74,58.63,4.25,6.94,-18.21,58.14,86.7127,1
2002,中鋼         ,199812,157989,5.02,2.2411,0.30892,0.41799,0.090115,0.13792,0.18437,0.18617,0.53048,145.66,53.64,4.12,24.15,-18.53,17.08,39.6414,1
1301,台塑         ,199812,132481,14.72,6.9108,0.73343,1.0294,0.057917,0.1009,0.096604,0.14165,0.74222,101.04,49.85,4.76,16.8,-42.41,21.73,46.8071,1
2317,鴻海         ,199812,130758,17.08,2.2474,0.74164,0.3138,0.14937,0.32517,0.14633,0.13757,1.177,121.12,82.67,6.75,4.93,59.51,50.27,87.7049,1
2356,英業達       ,199812,109491,23.67,5.8015,1.3754,0.40747,0.11301,0.22328,0.067941,0.068796,0.97568,169.04,123.14,8.61,5.81,4.3,-12.57,-13.139,-1
2311,日月光       ,199812,96120,15.76,21.8889,1.2823,1.3516,0.034119,0.065988,0.13683,0.077253,0.93408,145.36,120.93,8.13,5.37,-19.33,-72.55,130.6472,1
2344,華邦電       ,199812,92810,24.38,-162.5333,1.5729,4.2474,-0.0046935,-0.0093691,-0.034816,-0.025302,0.99621,143.67,95.85,2.86,6.85,-2754.04,-110.13,118.4988,1
2306,宏電         ,199812,92292,22.47,22.2475,1.2483,0.34379,0.023422,0.050061,0.0094263,0.014691,1.1373,127.1,81.79,8.83,7.42,-39.72,-34.78,191.3663,1
2313,華通         ,199812,90850,101.36,14.5842,4.0334,2.504,0.15335,0.27669,0.2374,0.17175,0.80433,148.86,112.09,8.4,6.01,97.77,28.46,5.8307,-1
2324,仁寶         ,199812,88918,16.84,2.8935,0.63,0.36293,0.16212,0.21551,0.12078,0.12424,0.32928,297.97,240.99,11.32,8.61,130.14,42.72,39.4893,1
1326,台化         ,199812,83304,8.62,3.146,0.43957,0.65254,0.063646,0.12089,0.065449,0.17945,0.89945,130.19,67.34,2.8,12.35,-24.27,172.43,53.7123,1
1216,統一         ,199812,76029,11.57,7.0982,0.80069,0.42757,0.065497,0.11533,0.010382,0.06159,0.76087,100.46,57.46,9.28,21.8,-28.2,-43.9,-0.8643,-1
2342,茂矽         ,199812,72218,153.64,-178.6512,12.3803,30.3037,-0.031212,-0.069274,-0.21053,-0.1696,1.2195,92.46,54.44,2.6,4.95,-323.68,-213.96,63.9417,1
2201,裕隆         ,199812,69499,23.89,5.6881,1.1009,0.60681,0.094917,0.18881,0.073977,0.10678,0.98917,151.42,121.48,8.55,4.13,18.55,17.03,-45.9188,-1
2204,中華         ,199812,59242,28.19,6.115,1.129,0.52672,0.12332,0.1799,0.066857,0.083949,0.45883,251.57,83.95,5.29,27.93,2.68,28.35,-41.7879,-1
2308,台達電       ,199812,58030,20.6,5.1117,0.86737,0.44292,0.097233,0.16753,0.085775,0.085529,0.72298,226.62,169.84,8.17,4.35,21.21,-0.74,61.8932,1
2325,矽品         ,199812,51537,17.62,8.8543,1.264,1.7325,0.094405,0.14314,0.14874,0.19621,0.51622,487.24,418.49,14.25,4.85,-28.72,2.65,74.4608,1
1102,亞泥         ,199812,50576,10.93,6.4294,0.53975,1.265,0.052151,0.084103,0.16834,0.19718,0.61268,116.25,89.17,6.81,2.59,-8.31,-28.67,3.2937,-1
1101,台泥         ,199812,50457,13.64,8.6329,0.72902,1.0404,0.03588,0.077355,0.088505,0.12042,1.1559,84.53,53.45,10.33,6.77,104.06,76.91,30.3519,1
2381,華宇         ,199812,50064,75.92,7.8268,2.8911,0.71421,0.22967,0.34712,0.098774,0.08576,0.5114,253.14,165.12,9.53,14.29,168.52,118.4,23.9331,1
2610,華航         ,199812,48962,19.2,-17.7778,1.0649,0.75029,-0.020357,-0.05987,-0.075185,-0.042171,1.941,73.7,39.46,0,12.04,-310.71,-193.22,-13.2292,-1
2603,長榮         ,199812,48436,13.03,21.0161,0.7128,0.42918,0.012017,0.033852,0.061291,0.020477,1.817,71.88,65.72,0,4.79,27.25,-2.54,-1.1512,-1
9904,寶成         ,199812,47114,12.06,2.698,0.52321,0.59644,0.094243,0.1833,0.063262,0.21174,0.94496,73.31,57.63,8.86,6.8,-31.45,5.12,25.539,1
2337,旺宏         ,199812,46788,18.25,-20.977,1.3008,2.5923,-0.031836,-0.061764,-0.028371,-0.12298,0.94005,319.01,225.56,2.65,5.24,-122.99,-179.71,160.4932,1
2912,統一超       ,199812,44420,29.58,9.215,2.0205,0.30861,0.12235,0.21919,0.033487,0.033477,0.79153,84.87,43.95,24.24,155.48,31.97,21.24,62.5085,1
2327,國巨         ,199812,44053,20.27,13.604,0.84776,2.357,0.040655,0.057054,0.065387,0.16501,0.4034,155.16,118.04,4.4,5,-26.78,-29.43,1.184,-1
2323,中環         ,199812,43764,18.14,5.2277,0.9989,1.6053,0.099497,0.1988,0.23446,0.32606,0.99804,111.09,81.27,4.49,4.48,969.71,28.82,191.6759,1
2615,萬海         ,199812,42210,12.15,4.0099,0.74176,0.43658,0.12199,0.18481,0.13705,0.10897,0.515,148.7,140.47,0,42.2,88.62,113.9,-33.251,-1
2913,農林         ,199812,38645,87.88,-92.5053,7.0024,18.818,-0.032025,-0.078068,-0.10224,-0.21242,1.4377,19.65,13.05,9.06,4.19,-53.81,-257.57,-36.2085,-1
5347,世界         ,199812,38593,22.29,-8.8103,2.5387,4.5676,-0.14654,-0.28033,-0.51259,-0.50421,0.91304,193.74,116.36,5.95,5.72,-534.91,-6939.34,119.9641,1
2349,錸德         ,199812,37776,24.5,4.537,0.51536,1.225,0.061964,0.11307,0.29961,0.26868,0.8247,133.73,76.45,6.53,3.04,145.61,69.41,156.449,1
1504,東元         ,199812,37082,13.09,9.6963,0.60574,0.72521,0.037146,0.061826,0.058397,0.074016,0.66437,330.92,249.8,4.15,4.51,-2.36,-22.02,14.2093,1
2347,聯強         ,199812,35750,20.73,4.3642,0.65893,0.12256,0.08039,0.14009,0.033555,0.026247,0.74268,194.03,127.7,11.67,10.33,54.95,62.02,89.918,1
2319,大眾         ,199812,34722,37.29,339,2.9808,1.1118,0.0029881,0.0086897,-0.0071718,0.0032426,1.9081,230.76,188.96,10.61,4.57,-148.29,-93.96,5.6047,-1
1802,台玻         ,199812,34410,12.75,8.2792,0.63591,1.157,0.054336,0.072752,0.14636,0.13924,0.33893,239.75,157.76,3.16,6.82,-5.98,-41.26,-18.902,-1
1605,華新         ,199812,33568,8.4,21,0.53812,0.70529,0.012851,0.02348,0.008011,0.033866,0.82708,135.44,94.84,5.38,5.45,-82.21,-66.15,48.0952,1
2501,國建         ,199812,31748,13.74,13.74,1.0393,2.3608,0.048224,0.075314,0.19285,0.17113,0.56176,274.36,44.71,0.27,3.94,102.85,-36.89,-43.2314,-1
2315,神達         ,199812,30500,17.4,5.5414,1.029,0.094699,0.060287,0.15504,0.024647,0.016812,1.5717,140.01,67.83,9.57,13.62,417.13,225.11,22.0115,1
2376,技嘉         ,199812,30469,32.08,2.7513,1.261,0.32238,0.28314,0.45313,0.11595,0.11584,0.6004,170.1,117.27,13.05,16.16,99.69,77.99,29.0524,1
2206,三陽         ,199812,26864,19.29,13.3034,1.1863,0.46038,0.05306,0.089068,0.032484,0.034555,0.67863,159.28,103.25,11.99,15.89,1.8,-0.75,-25.1426,-1
2350,環電         ,199812,26723,24.92,-2.6853,1.5852,0.50131,-0.21161,-0.5074,0.050443,-0.1605,1.3978,133.49,101.54,10.64,5.76,19.99,-482.86,47.7528,1
2105,正新         ,199812,25894,9.66,5.75,0.644,0.52586,0.055229,0.11166,0.11742,0.091206,1.0218,88.87,42.43,3.72,8.07,21.72,70.79,-22.2567,-1
5346,力晶         ,199812,25638,8.21,-3.0073,0.61729,1.7069,-0.098846,-0.18153,-0.40858,-0.50162,0.83653,135.25,111.07,7.65,5.81,-1370.29,-2912.01,216.8088,1
1604,聲寶         ,199812,25186,27.65,-74.7297,2.3294,1.5782,-0.014962,-0.025578,-0.0099103,-0.019525,0.70955,149.91,85.26,3.65,4.14,-88.46,-199.68,-54.4665,-1
1314,中石化       ,199812,24635,15.68,130.6667,0.99682,1.8689,0.0030857,0.0073951,-0.010565,0.013857,1.3966,75.06,38.61,8.04,11.12,-117.13,-91.35,-13.4566,-1
1206,台鳳         ,199812,23461,39.4,14.1219,2.1913,2.8448,0.052989,0.15363,0.10842,0.1977,1.8993,115.68,27.98,0.92,13.58,2754.75,-14.63,-54.5685,-1
2312,金寶         ,199812,22912,11.84,4.8926,0.71026,0.33315,0.086118,0.1399,0.066304,0.067765,0.62452,132.75,88.58,7.49,8.42,60.27,107.67,102.4493,1
2401,凌陽         ,199812,22356,25.91,4.9923,1.3474,1.7285,0.19896,0.25028,0.3201,0.34635,0.25792,252.17,227.78,8.96,6.54,-0.65,-18.86,80.2007,1
2316,楠梓電       ,199812,22206,41.74,12.5723,2.315,1.9838,0.093412,0.16429,0.1518,0.15541,0.75877,93.06,61.37,7,5.55,51.55,49.23,-20.4121,-1
2363,矽統         ,199812,21610,40.61,13.8129,2.9642,2.3232,0.16625,0.21422,0.13718,0.16797,0.28852,292.96,261.76,11.49,5,1170.63,251.78,154.6171,1
2332,友訊         ,199812,20268,22.48,10.8599,1.0013,0.66529,0.05936,0.090116,0.062263,0.059878,0.51812,239.01,133.89,2.87,5.53,54.66,8.97,2.0018,-1
1903,士紙         ,199812,19841,76.27,-33.5991,4.2514,11.5038,-0.056894,-0.1264,-0.16318,-0.34178,1.2217,77.33,48.11,4.17,3.92,-556.88,-1406.43,-35.0728,-1
2373,震旦行       ,199812,19670,36.71,25.6713,2.1812,0.96049,0.044909,0.081981,0.032818,0.039347,0.82547,196.92,129.6,6.35,9.49,5.04,-38,54.59,1
2339,合泰         ,199812,19506,20.89,-16.3203,1.2494,4.0881,-0.040357,-0.0765,-0.23424,-0.25044,0.89558,177.07,152,4.12,4.04,-240.19,-199.5,163.2839,1
8382,美式         ,199812,19471,52.5,-3.4003,12.3239,1.7196,-0.54253,-3.0374,0.042857,-0.4506,4.5985,67.49,16.49,3.31,15.47,61.16,-956.83,-98.4381,-1
2343,精業         ,199812,19448,21.98,7.3758,0.94701,0.96193,0.085972,0.11469,0.092912,0.1165,0.33399,338.54,234.42,4.25,5.76,57.41,69.82,254.2311,1
1451,年興         ,199812,19125,21.68,7.2752,1.3399,1.3092,0.11926,0.16976,0.23214,0.17971,0.42342,222.14,102.35,3.4,10.01,50.68,24.41,0.1845,-1
2310,旭麗         ,199812,18849,33.58,9.7333,1.638,0.78458,0.080531,0.1684,0.086352,0.080666,1.0912,165.58,121.75,6.53,7.15,169.24,-59.27,11.2865,1
2411,飛瑞         ,199812,18802,23.76,7.5429,1.5419,1.2578,0.16712,0.20377,0.18324,0.16663,0.21933,404.1,337.07,6.88,4.14,3.45,7.37,11.1953,1
9917,中保         ,199812,18637,21.95,8.346,1.2345,1.4614,0.11066,0.14124,0.22422,0.16893,0.2763,140.51,124.33,95.47,19.34,19.19,-14.39,64.3736,1
2534,宏盛         ,199812,18484,16.78,8.266,0.79867,2.1054,0.060082,0.091805,0.20827,0.24191,0.52799,287.05,21.62,0.27,18.85,31.52,18.1,-24.7914,-1
9907,統一實       ,199812,18296,9.44,22.4762,0.69006,0.89309,0.01061,0.026452,0.13872,0.035672,1.493,78.79,33.72,2.02,3.58,-9.81,-39.76,-32.4153,-1
1440,南紡         ,199812,18030,9.55,955,0.74146,1.2073,0.00042412,0.00070774,0.0063419,0.0011529,0.66872,167.64,54.83,2.7,6.71,-91.48,-98.64,-28.5864,-1
2101,南港         ,199812,17735,35.45,19.478,1.7796,1.8301,0.031794,0.091292,0.077439,0.093892,1.8713,36.68,28.99,9.13,5.54,41.45,210.03,-32.3554,-1
1503,士電         ,199812,17374,25.56,21.124,1.3727,1.1215,0.033614,0.065155,0.073826,0.053254,0.93837,148.96,82.21,4.91,3.92,-5.29,-17.72,-28.3646,-1
2207,和泰         ,199812,16794,16.34,6.4841,0.79746,0.15035,0.06769,0.12307,0.013929,0.023199,0.81808,149.82,125.39,23.32,6.94,-25.15,7.78,-35.3733,-1
9933,中鼎         ,199812,16435,14.6,5.348,0.95675,0.37075,0.075541,0.17864,0.061351,0.06924,1.3648,127.55,78.95,4.37,11.13,81.76,127.25,-43.5616,-1
2322,致福         ,199812,16324,33.38,-24.7259,2.1975,0.79287,-0.033908,-0.087688,-0.019748,-0.031745,1.586,163.77,120.64,6.84,3.94,-100.63,-253.7,13.3313,1
2526,大陸         ,199812,16318,10.38,11.7955,0.44133,0.81797,0.025962,0.037068,-0.039284,0.068695,0.42779,224.81,51.26,0.97,3.77,-438.59,48.95,-21.0983,-1
2367,燿華         ,199812,15813,28.66,9.7483,1.1405,1.4541,0.073889,0.10458,0.15837,0.13337,0.4154,160.23,134.19,10.95,5.77,22.09,19.82,-24.7732,-1
2377,微星         ,199812,15779,16.12,2.6084,0.85472,0.18331,0.1347,0.32744,0.087903,0.070242,1.4308,139.55,113.51,21.85,7.53,143.71,59.44,81.6998,1
2903,遠百         ,199812,15762,9.82,10.2292,0.54254,0.23073,0.023602,0.052894,0.01604,0.022495,1.2411,104.93,74.22,11.36,29.64,-26.7,-42.62,-26.2729,-1
2515,中工         ,199812,15526,9.08,-9.2653,0.58581,0.4817,-0.020957,-0.063082,-0.092558,-0.05188,2.01,164.43,45.21,1.04,2.09,-54.76,-210.97,-37.7753,-1
2705,六福         ,199812,15336,54.99,37.1554,2.467,6.4241,0.051366,0.065377,0.22025,0.17022,0.27277,40.88,18.94,47.89,118.43,-12.17,-12.33,-64.3935,-1
8295,中強         ,199812,14963,26.6,-3.6589,2.949,0.59256,-0.16853,-0.6534,-0.021809,-0.14453,2.8771,131.94,74.28,3,5.54,-231.75,-1103.4,-85.3759,-1
2368,金像電       ,199812,14893,26.19,6.597,0.74151,0.83275,0.078152,0.1046,0.12214,0.11746,0.33843,204.37,177.12,10.78,4.92,15.23,11.61,-8.0565,-1
1409,新纖         ,199812,14727,10.45,-20.4902,0.95784,1.0235,-0.027536,-0.04685,-0.037622,-0.050158,0.70144,87.75,37.9,6.8,10.22,-6.8,-328.48,-20.4785,-1
1717,長興         ,199812,14452,9.72,3.9352,0.50077,0.30065,0.065363,0.12739,0.101,0.076487,0.94899,134.55,90.4,5.71,4.36,12.6,2.42,8.2305,-1
2333,碧悠         ,199812,14410,50.61,51.1212,3.4104,6.1271,0.04844,0.063822,0.098109,0.11467,0.31754,197.25,87.91,2.87,5.73,732.79,59.5,41.8494,1
9801,力霸         ,199812,13865,34.93,60.2241,3.2223,5.1519,0.024122,0.053589,-0.012623,0.085693,1.2215,145.52,68.55,1.17,3.27,-127.65,23.33,36.1867,1
1907,永豐餘       ,199812,13728,6.13,-14.5952,0.49435,0.40731,-0.017128,-0.034159,-0.015063,-0.028173,0.99436,144.86,98.31,5.79,3.38,-135.87,-249.83,1.6313,-1
1462,東雲         ,199812,13667,32.12,-41.1795,2.9768,5.3802,-0.026544,-0.072583,-0.042316,-0.13111,1.7345,97.35,7.07,0.45,7.25,-139.63,-255.89,-12.1731,-1
1507,永大         ,199812,13639,18.42,10.5862,1.0222,1.3923,0.069737,0.095214,0.099523,0.13151,0.36533,218.89,144.57,2.12,3.65,-30.84,0.37,-39.3594,-1
1304,台聚         ,199812,13602,10.25,14.6429,0.77652,1.4376,0.024453,0.050602,0.055704,0.097664,1.0693,159.34,118.64,10.08,13.62,-56.47,-58.39,24.0976,1
5605,遠航         ,199812,13557,29.56,95.3548,2.6252,3.1018,0.0099382,0.024772,-0.10264,0.032161,1.4926,157.08,136.26,0,33.47,-361.83,-64.47,-36.502,-1
1460,宏遠         ,199812,13342,18.8,9.3069,1.2842,0.96164,0.092244,0.13135,0.10292,0.098325,0.4239,190.7,90.42,3.97,6.76,25.27,18.68,-54.6809,-1
1716,永信         ,199812,13321,31.84,14.6055,1.557,2.0088,0.079881,0.10421,0.1952,0.13752,0.30453,230.3,144.93,1.3,3.08,35.43,5.11,-52.544,-1
2706,第一店       ,199812,13224,44.08,18.2149,1.8552,17.1518,0.071956,0.10176,0.60086,0.94114,0.41416,169.93,165.34,0,51.57,2.42,30.26,10.5944,1
2005,友力         ,199812,13081,36.9,-9.1111,5.0757,6.8333,-0.25654,-0.5568,0.0031082,-0.7506,1.1705,66.5,54.48,11.34,3.99,49.74,-323.06,-92.5203,-1
2504,國產         ,199812,12968,8.61,-31.8889,0.69886,0.984,-0.01445,-0.02153,0.049243,-0.030307,0.48997,167.81,63.18,1.81,3.45,25.24,-133.2,-24.158,-1
1207,嘉食化       ,199812,12906,27.83,146.4737,2.5721,4.1913,0.0073643,0.017785,-0.052212,0.028974,1.415,109.78,39.69,2.4,4.41,-445,34.53,-4.4916,-1
1310,台苯         ,199812,12731,17.56,-54.875,1.4346,2.3197,-0.019107,-0.026268,-0.083011,-0.042282,0.37477,182.96,86.84,8.61,8.86,-122.97,-151.2,49.2027,1
2334,國豐         ,199812,12674,25,37.3134,2.1313,1.8868,0.032574,0.057118,-0.070552,0.050584,0.75346,72.34,36.34,4.53,7.36,-4023.66,-73.11,-64,-1
2518,長億         ,199812,12589,10.53,-4.8525,0.58794,2.2792,-0.049549,-0.11738,-0.043959,-0.45527,1.3689,164.83,13.58,0.16,4.32,-124.87,-327.02,-33.8082,-1
